metric,human_assessment_type,human_clusters,machine_clusters,hits,artist_name,title,permalink
wv,description,"Language,Imagination","Politics,Culture,Materiality",0,Anthony Discenza,A Rising Tide Lifts All Boats,https://kadist.org/work/a-rising-tide-lifts-all-boats/
wv,description,"Language,Immaterial","Politics,Materiality,Culture",0,John Baldessari,One Must,https://kadist.org/work/one-must/
wv,description,"Identity,Culture","Materiality,Culture,Time",1,Meschac Gaba,Hubert Maga (perruque MAVA-musée d'art de la vie active),https://kadist.org/work/untitled-29/
wv,description,"Time,Materiality","Culture,Materiality,Land",1,Andrew Grassie,After the Archive Collections Room,https://kadist.org/work/after-the-archive/
wv,description,Materiality,"Culture,Materiality,Immaterial",1,Ryan Gander,You see with no lights,https://kadist.org/work/you-see-with-no-lights/
wv,description,Materiality,"Materiality,Culture,Land",1,Joe Scanlan,Spring Line,https://kadist.org/work/spring-line/
wv,description,"Materiality,Identity","Culture,Politics,Materiality",1,Judy Chicago,"Domes, #1",https://kadist.org/work/domes-1/
wv,description,"Language,Culture,Land","Culture,Materiality,Land",2,Felipe Arturo,Primero Estaba el Mar,https://kadist.org/work/primero-estaba-el-mar/
wv,description,"Time,Imagination","Politics,Materiality,Land",0,Laurent Montaron,What remains is future,https://kadist.org/work/what-remains-is-future/
wv,description,"Identity,Culture","Politics,Culture,Land",1,Marie Voignier,Tourisme international,https://kadist.org/work/untitled-27/
wv,description,"Mind,Identity","Materiality,Culture,Politics",0,Rodney Graham,Good Hand Bad Hand,https://kadist.org/work/good-hand-bad-hand/
wv,description,"Identity,Politics","Culture,Materiality,Time",0,Nicoline van Harskamp,Character Witness,https://kadist.org/work/character-witness/
wv,description,"Immaterial,Body","Culture,Politics,Materiality",0,Julius Koller,Anti-Happening,https://kadist.org/work/anti-happening/
wv,description,"Politics,Immaterial","Politics,Materiality,Culture",1,Carey Young,Report from the legal subcommittee,https://kadist.org/work/report-from-the-legal-subcommittee/
wv,description,"Mind,Politics","Politics,Culture,Land",1,Luis Garciga,Destinos Posibles (Possible Destinations),https://kadist.org/work/destinos-posibles-possible-destinations/
wv,description,"Conflict,Politics","Politics,Economy,Culture",1,Gimhongsok,Bunny’s Sofa,https://kadist.org/work/bunnys-sofa/
wv,description,Conflict,"Materiality,Politics,Culture",0,Nicolás Consuegra,Nadie sabe de la sed con que otro bebe (No one knows the thirst with which another drinks),https://kadist.org/work/nadie-sabe-con-la-sed-que-otro-bebe/
wv,description,"Identity,Imagination","Culture,Materiality,Immaterial",0,Miguel Calderon,Tropical Vulture,https://kadist.org/work/tropical-vulture/
