artist_name,description,artist_description,title,region,machine_tags,user_tags,image_url,thumbnail,permalink,user_superclusters_formatted,user_superclusters_no_scores,user_superclusters_sum_of_scores,user_clusters_formatted,user_clusters_no_scores,user_clusters_sum_of_scores,machine_superclusters_formatted,machine_superclusters_no_scores,machine_superclusters_sum_of_scores,machine_clusters_formatted,machine_clusters_no_scores,machine_clusters_sum_of_scores,superclusters_fmeasure,clusters_fmeasure
Lin Yilin,"For his action, Safely Maneuvering across Lin He Road, Lin built a brick wall on one side of a busy main street in the city of Guangzhou. He then took bricks from the sidewalk end of the wall and moved them to the street side, slowly extending the wall into the street. Repeating the same gesture for hours, he leapfrogged the whole wall across the street. His labor transformed a stable wall into a moving one that also disrupted the heavy traffic. This action creates moments of pause in the turbulent flow of urban life that permit rare moments in which one can contemplate the city’s fundamental changes.","Lin Yilin’s practice has always been an energetic and witty mingling of social architecture and everyday life. He uses sculpture, installation, performance, photography, and videos to explore how urban development affects the ways in which people relate to community and space.",Safely Maneuvering Across Lin He Road,Asia,"['street.n.01', 'wall.n.01', 'moment.n.01', 'action.n.01', 'city.n.01', 'gesture.n.01', 'urban.a.01', 'cardinal.s.01', 'life.n.01']","['disruption.n.04', 'urbanization.n.01', 'repetition.n.02', 'china.n.02', 'construction.n.01', 'division.n.12']",https://kadist.org/wp-content/uploads/2016/04/lin_yilin_safely_maneuvering_across_lin_he_road.jpg,https://kadist.org/wp-content/uploads/2016/04/lin_yilin_safely_maneuvering_across_lin_he_road-300x200.jpg,https://kadist.org/work/safely-maneuvering-across-lin-he-road/,"['Cultural/7.932301341589267', 'Politics/6.456643356643356', 'Individual_Personal/5.638461538461538']","['Cultural', 'Politics', 'Individual_Personal']",20.027406236694162,"['Power/4.06923076923077', 'Arts/3.934640522875817', 'Time/2.6470588235294117']","['Power', 'Arts', 'Time']",10.650930115635997,"['Society/15.069786079074008', 'Politics/12.009854198089496', 'Material_Physical/7.458810960281548']","['Society', 'Politics', 'Material_Physical']",34.53845123744505,"['Urbanization/6.346606334841629', 'Geopolitics/3.9790849673202615', 'Activism/3.2615384615384615']","['Urbanization', 'Geopolitics', 'Activism']",13.58722976370035,0.3333333333333333,0.0
Haegue Yang,"In addition to Yang’s signature drying rack and light bulbs, Office Voodoo includes various office supplies like CDs, paper clips, headphones, a computer mouse, a stamp, a hole puncher, a mobile phone charger. The installation suggests the personal, physical, psychological, and political dimensions of the modern office environment. Though abstracted from their original contexts, these materials are still formally recognizable and function as stand-ins for the places from which they came.","Haegue Yang is one of the leading international artists of her generation. From mundane objects and materials such as venetian blinds, theatrical and decorative lights, infrared heaters, scent emitters, and fans, Yang creates complex and nuanced installations that are informed by poetry, politics, and human emotions. Her works explore hidden spaces that might be considered marginal, but to the artist constitute profound backdrops for understanding vulnerable sites where informal development can occur. In her works, artificial approximations of sensual experiences — heat, light, smell, and humidity—conjure other places, other people. Yang’s work captivates precisely because of its ambiguity, which is rooted as much in the conceptual art of the 1960s and 1970s as it is in current theoretical discourses.",Office Voodoo,Asia,"['dimension.n.01', 'hole.n.01', 'function.n.01', 'environment.n.01', 'physical.a.01', 'personal.a.01', 'modern.a.01', 'original.s.01', 'paper.n.01', 'context.n.01', 'political.a.01', 'light.n.01', 'material.n.01']","['ritual.a.02', 'office.n.01', 'everyday.s.03', 'civilization.n.01', 'psychological.s.01', 'place.n.02']",https://kadist.org/wp-content/uploads/2016/04/haegue_yang_officevoodoo1.jpg,https://kadist.org/wp-content/uploads/2016/04/haegue_yang_officevoodoo1-200x300.jpg,https://kadist.org/work/office-voodoo/,"['Material_Physical/7.564835164835164', 'Society/3.44022644022644', 'Politics/0.8']","['Material_Physical', 'Society', 'Politics']",11.805061605061605,"['Land/6.564835164835164', 'History/1.0', 'Time/1.0']","['Land', 'History', 'Time']",8.564835164835163,"['Material_Physical/5.417582417582417', 'Individual_Personal/1.6923076923076925']","['Material_Physical', 'Individual_Personal']",7.1098901098901095,"['Environmental/2.7032967032967035', 'Immaterial/1.0', 'Familial/0.9230769230769231']","['Environmental', 'Immaterial', 'Familial']",4.626373626373627,0.4,0.0
Sun Xun,"Sun’s animated film 21 Ke (21 Grams) is based on the 1907 research by the American physician Dr. Duncan MacDougall who claimed the measured weight of the human soul to be twenty-one grams. Sun used this episode—which was not fully recognized by the scientific community—as a point of departure for his depiction of a dystopian world in which the narration of history and notion of time are interrupted. Because each frame was drawn by hand with crayon, it took Sun and his animation studio team a few years to complete this thirty-minute film of a surreal journey through mysterious cities, plagues of mosquitoes, broken statues, cawing ravens, waving flags, and flooded graveyards. Here, an ever-present man in a top hat makes obscure, cryptic references in scenarios that include the national anthem, factories belching soot into the threatening sky, and soaring planes dropping leaflets to earth. Rather than encouraging specific interpretations, 21 Ke is a visual commentary that asks essential questions of human existence: Who we are? What have we done? Where are we heading?","Sun Xun creates videos and animation films from his meticulous, highly detailed, and often monochromatic, hand drawings executed in ink, oil, and crayon. Drawing on the ideas of thinkers like Karl Marx, Theodor Adorno, and Max Horkheimer, Sun investigates revolution, existence, mythologies of society, the notion of time, and the construction and narration of history. Often in a style of magical realism, Sun’s works are full of metaphors and indirect visual associations that beg to be deciphered. He graduated from the print making department of the China Academy of Fine Art in 2005, and, a year later, established ? Animation Studio. He has received several awards including the “Chinese Contemporary Art Awards (CCAA Best Young Artist)” and “Taiwan Contemporary Art Link Young Art Award,” both in 2010.",21 Ke (21 Grams),Asia,"['sun.n.01', 'human.a.01', 'phantasmagoric.s.01', 'earth.n.01', 'flag.n.01', 'airplane.n.01', 'sky.n.01', 'scenario.n.01', 'specific.a.01', 'movie.n.01', 'journey.n.01', 'studio.n.01', 'interpretation.n.01', 'american.a.01', 'hand.n.01', 'mention.n.01', 'frame.n.01', 'impression.n.01', 'establish.v.08', 'question.n.01', 'ocular.a.02', 'narrative.n.01', 'city.n.01', 'history.n.01', 'time.n.01']","['ontology.n.02', 'narrative.n.01', 'dystopia.n.01', 'industrialization.n.01', 'animation.n.05', 'apocalyptic.s.01']",https://kadist.org/wp-content/uploads/2016/04/sun_xun_21_ke_1_of_4.jpg,https://kadist.org/wp-content/uploads/2016/04/sun_xun_21_ke_1_of_4-300x215.jpg,https://kadist.org/work/21-ke-21-grams/,"['Cultural/12.10833902939166', 'Society/5.066666666666666', 'Individual_Personal/4.1571428571428575']","['Cultural', 'Society', 'Individual_Personal']",21.332148553201186,"['Arts/6.542105263157895', 'Fantasy/4.709090909090909', 'Economy/4.266666666666667']","['Arts', 'Fantasy', 'Economy']",15.51786283891547,"['Cultural/18.445934620934622', 'Material_Physical/16.55068036538625', 'Individual_Personal/10.133821733821735']","['Cultural', 'Material_Physical', 'Individual_Personal']",45.130436720142605,"['Space/7.54047619047619', 'Media/5.02008547008547', 'Culture/4.615384615384616']","['Space', 'Media', 'Culture']",17.175946275946277,0.6666666666666666,0.0
Santu Mofokeng,"Santu Mofokeng is a South African photographer.  Mofokeng was born in 1956 in Soweto. He began his career as a street photographer when he was still a teenager, then worked as an assistant in a darkroom and later became a news photographer, working on the Apartheid. He was part of the collective Africapix  From the “Radiant Landscapes” series, this work is part of Santu Mofokeng’s investigation on water. Polluted to a great extend in South Africa, water remains a synonym of purity and is part of many rituals.","The photographic artwork of Santu Mofokeng (b. Soweto, South Africa, 1956), also known as Mofokengâ, explores the complicated societal paradigm of South Africa. Exploring rural farm life, townships, religious rituals and the quotidian life of Black South Africans, Mofokeng’s artwork significantly contributes to a greater understanding of development and identity in the South African context. Mofokeng’s acute insight into the cultural meanings in landscape is testified in his mastership of the photographic medium. Using black and white film as a reference to the documentary genre and a gesture of resistance to the color-rich saturation of consumer culture, Mofokeng’s work presents new meanings on the trodden landscapes Soweto, favoring memory and identity over ownership and power. In highlighting the impoverishment of South African landscape in the face of capital expansion, Mofokeng’s photographs implore emancipation from the global oppression of greed.","Sangoma Cleansing Ritual at Kliprivier, Soweto",Middle East & Africa,"['water.n.01', 'photographer.n.01', 'probe.n.01', 'africa.n.01', 'ritual.n.01', 'south.n.01', 'corporate.s.03', 'street.n.01', 'landscape.n.01', 'series.n.01']","['everyday.s.01', 'contamination.n.03', 'ritual.n.02', 'ecology.n.01', 'river.n.01', 'consequence.n.01']",https://kadist.org/wp-content/uploads/2016/04/135_copie.jpg,https://kadist.org/wp-content/uploads/2016/04/135_copie-300x200.jpg,https://kadist.org/work/sangoma-cleansing-ritual-at-kliprivier-soweto/,"['Society/9.00142390289449', 'Material_Physical/6.2945250827603765', 'Cultural/3.423529411764706']","['Society', 'Material_Physical', 'Cultural']",18.71947839741957,"['Colonization/3.1765873015873014', 'Environmental/2.761904761904762', 'Time/2.732620320855615']","['Colonization', 'Environmental', 'Time']",8.671112384347678,"['Material_Physical/8.9997557997558', 'Society/5.082956259426847', 'Cultural/1.8235294117647058']","['Material_Physical', 'Society', 'Cultural']",15.906241470947354,"['Land/7.421978021978021', 'Culture/1.8235294117647058', 'History/1.8235294117647058']","['Land', 'Culture', 'History']",11.069036845507433,1.0,0.0
Larry Bell,"Untitled (Construction) recalls the series of glass cubes that gained Bell international recognition in the 1960s. Resembling a black-mirrored box, this recent iridescent piece produces an uncanny effect in which the interior planes seem to enclose a mysterious light. Although austere in form, Bell’s works are far from simple: he uses technology like a vacuum-coating process, to accurately control the different levels of opacity and transparency on the surface of his immaculate glass works.","Often associated with the Light and Space movement—which as also includes James Turrell, Robert Irwin, and John McCracken—Larry Bell has been an important figure and influence in the West Coast contemporary art scene since the early 1960s. Less interested in the material, concrete qualities of the object than in heightening awareness of the environment in which it is  situated, his abstract geometric sculptural works possess a certain mystical aspect and engage the viewer in a myriad of perceptual experiences.",Untitled (Construction),Americas,"['glass.n.01', 'technology.n.01', 'airplane.n.01', 'box.n.01', 'degree.n.01', 'construction.n.01', 'surface.n.01', 'simple.a.01', 'light.n.01', 'procedure.n.01', 'form.n.01', 'piece.n.01', 'series.n.01']","['opacity.n.03', 'glass.n.01', 'preternatural.s.01', 'box.n.01', 'austere.s.01', 'mirror.n.01']",https://kadist.org/wp-content/uploads/2016/04/larry_bell_construction_2007.jpg,https://kadist.org/wp-content/uploads/2016/04/larry_bell_construction_2007-300x300.jpg,https://kadist.org/work/untitled-construction/,"['Cultural/5.580392156862745', 'Individual_Personal/1.6', 'Material_Physical/1.6']","['Cultural', 'Individual_Personal', 'Material_Physical']",8.780392156862744,"['Technology/3.980392156862745', 'Identity/0.8', 'Familial/0.8']","['Technology', 'Identity', 'Familial']",5.580392156862745,"['Cultural/23.373310349780947', 'Society/10.424542124542127', 'Individual_Personal/5.683516483516483']","['Cultural', 'Society', 'Individual_Personal']",39.48136895783956,"['Arts/10.418853695324286', 'Economy/4.028937728937729', 'Media/3.995604395604396']","['Arts', 'Economy', 'Media']",18.44339581986641,0.6666666666666666,0.0
William E. Jones,"Killed is a video projection in which William E. Jones appropriated and edited, in a rapid sequence, a selection from the more than 68,000 censored or discarded films produced by the Farm Security Administration’s photographers between 1935 and 1943. Roy Emerson Stryker, the then director of the program, was in charge of what he called “killing” negatives by punching holes in them to render them unusable. Killed continues Jones’s use of discarded film footage seen in his video created from vintage 1970s and 1980s gay porn that was included in the 2008 Whitney Biennial. By recuperating lost and rather unseen pictures by emblematic American photographers such as Walker Evans, Theodor Jung, Carl Mydans, among others, Killed sheds a new light on the way American history has been written and the crucial role images have played in it.","Los Angeles-based artist and filmmaker William E. Jones appropriates vintage film material that he rearranges into new compositions. Often concerned with the way gay imagery was depicted in 1970s and 1980s, Jones’s early films explore the complex configuration of homosexual identity with a rather nostalgic and romanticized gaze. Though fashioned in the same way, his later pieces look more directly at pornography and the appearance of fetish in popular culture.",Killed,Americas,"['american.a.01', 'photographer.n.01', 'biennial.n.01', 'plan.n.01', 'render.v.01', 'footage.n.01', 'produce.v.01', 'play.v.01', 'hole.n.01', 'write.v.01', 'movie.n.01', 'sequence.n.01', 'lose.v.01', 'include.v.01', 'projection.n.01', 'picture.n.01', 'function.n.03', 'light.n.01', 'history.n.01', 'video.n.01', 'image.n.01']","['censoring.n.02', 'restoration.n.05', 'archive.n.01', 'video_recording.n.01', 'discard.n.01', 'projection.n.02']",https://kadist.org/wp-content/uploads/2016/04/william_jones_killed_2009.jpg,https://kadist.org/wp-content/uploads/2016/04/william_jones_killed_2009-300x225.jpg,https://kadist.org/work/killed/,"['Cultural/9.410409035409037', 'Society/5.71025641025641', 'Material_Physical/1.6904761904761905']","['Cultural', 'Society', 'Material_Physical']",16.811141636141638,"['Economy/3.171794871794872', 'Arts/2.371794871794872', 'Design/2.307692307692308']","['Economy', 'Arts', 'Design']",7.851282051282052,"['Cultural/18.281338432809026', 'Individual_Personal/10.12560511384041', 'Material_Physical/6.08051948051948']","['Cultural', 'Individual_Personal', 'Material_Physical']",34.487463027168914,"['Media/5.953418803418804', 'Mind/5.065287653522948', 'Culture/4.615384615384616']","['Media', 'Mind', 'Culture']",15.634091072326367,0.6666666666666666,0.0
Jennifer Locke,"Choke documents the artist filming a wrestler “choking out” his teammate until he is unconscious. This closed circuit of dominance and submission between two powerful men, is echoed by the closed circuit of the video through which the viewer takes on the role of voyeur. The artist’s presence in the piece not only calls attention to its staging, but inverts the traditional power dynamic of the “male gaze” and gender roles.","Working in video and installation-based performance, Jennifer Locke stages physically intense actions in relation to the camera and specific architecture in order to explore the unstable nature of artist/model/camera/audience hierarchies. These actions focus on cycles of physicality and visibility, and draw from her experiences as a professional dominatrix, champion submission wrestler, and artist’s model. Locke often creates a separation between her live actions and the audience through the use of material barriers, live video feeds, multiple camera perspectives, wireless microphones, and mini-cameras. These audio-visual reiterations produce a ripple effect, flattening, repeating, echoing, amplifying, and displacing the action by turning it —as well as the audience performing its own spectatorship— into an image of itself.",Choke,Americas,"['function.n.03', 'gaze.n.01', 'traditional.a.01', 'document.n.01', 'attention.n.01', 'power.n.01', 'presence.n.01', 'spectator.n.01', 'piece.n.01', 'video.n.01']","['sex.n.04', 'wrestling.n.02', 'voyeurism.n.01', 'violence.n.01', 'gaze.n.01', 'film.v.01']",https://kadist.org/wp-content/uploads/2016/04/jennifer_locke_choke_.jpg,https://kadist.org/wp-content/uploads/2016/04/jennifer_locke_choke_-300x204.jpg,https://kadist.org/work/choke/,"['Individual_Personal/4.8', 'Society/2.7411764705882353', 'Politics/2.541176470588235']","['Individual_Personal', 'Society', 'Politics']",10.08235294117647,"['Body/3.0', 'Violence/1.9411764705882353', 'Activism/1.7411764705882353']","['Body', 'Violence', 'Activism']",6.682352941176471,"['Material_Physical/6.825940725940725', 'Cultural/6.376923076923077', 'Individual_Personal/5.123809523809523']","['Material_Physical', 'Cultural', 'Individual_Personal']",18.326673326673326,"['Materiality/3.4025641025641025', 'Power/2.511655011655012', 'Language/2.307692307692308']","['Materiality', 'Power', 'Language']",8.221911421911422,0.3333333333333333,0.0
Jonathan Hernandez,"In line with Hernández’s interest in catastrophe, Vulnerabilia (choques) is a collection of images of shipwrecks and Vulnerabilia (naufragios) collects scenes of car crashes. The artist has said that the appropriation of popular imagery is a way for him to take pictures without a camera and to register the things that happen in the everyday as visual essays that evidence the fragility of the world.","For the past eight years, Jonathan Hernández has been developing the ongoing series Vulnerabilia from an immense bank of images appropriated from different public media, including photographs from newspapers, postcards, snapshots, or advertisements. Hernández erases any textual information that points to the image’s original content and context. He then carefully reworks them into collaged compositions—many of which revolve around scenes of disaster—whose meaning is intentionally ambiguous, and which become a critical visual encyclopedia of our contemporary world.",Vulnerabilia,Unspecified,"['calamity.n.01', 'evidence.n.01', 'popular.a.01', 'picture.n.01', 'everyday.s.01', 'ocular.a.02', 'camera.n.01', 'scene.n.01', 'image.n.01']","['crash.n.02', 'vulnerability.n.01', 'collection.n.01', 'everyday.s.01', 'popular.s.04', 'ship.n.01']",https://kadist.org/wp-content/uploads/2016/04/jonathan_hernandez_vulnerabilia_choques_naufragios-4.jpg,https://kadist.org/wp-content/uploads/2016/04/jonathan_hernandez_vulnerabilia_choques_naufragios-4-200x300.jpg,https://kadist.org/work/vulnerabilia-choques-and-vulnerabilia-naufragios/,"['Politics/3.9965811965811966', 'Material_Physical/2.6666666666666665', 'Individual_Personal/1.658119658119658']","['Politics', 'Material_Physical', 'Individual_Personal']",8.32136752136752,"['Power/2.307692307692308', 'Time/1.0', 'Values/0.8888888888888888']","['Power', 'Time', 'Values']",4.196581196581197,"['Material_Physical/8.635983624218916', 'Cultural/8.286161387631976', 'Individual_Personal/5.798778998778998']","['Material_Physical', 'Cultural', 'Individual_Personal']",22.720924010629894,"['Mind/3.195604395604396', 'Culture/2.307692307692308', 'Land/2.307692307692308']","['Mind', 'Culture', 'Land']",7.810989010989012,0.6666666666666666,0.0
Tina Modotti,"The Italian photographer Tina Modotti is known for her documentation of the mural movement in Mexico. She had a keen eye for architectural composition, and captured eloquent details using a delicate platinum print process. In 1929 she was deported from Mexico because of her involvement in the Communist party and went to Europe. Soon thereafter her work began to blend her eye for space and shape with a more critical social angle, often engaging in an overtly anti-Fascist discourses. Untitled (Cathedral) (ca. 1930), taken after her arrival in Europe, is an excellent example of her skillfully composed architectural pictures. It evokes ideas about how the composition of public spaces can influence both politics and cultural life.","Tina Modotti was an Italian film actress and photographer. As a photographer, she collaborated with Edward Weston and extensively documented the Mexican mural movement. In addition to her photography of Diego Rivera’s murals, she is also depicted in five of them. Modotti was involved in both the artistic and political avant-gardes of Mexico City, befriending members of and eventually joining the Mexican Communist party. Political repression forced her to move back to Europe, and she eventually lived in Moscow before moving to Spain when the Civil war began in 1936. In 1939, she returned to Mexico, where she died in 1942.",Untitled (Cathedral),Unspecified,"['europe.n.01', 'eye.n.01', 'mexico.n.01', 'architectural.a.01', 'composition.n.01', 'angle.n.01', 'space.n.01', 'documentation.n.01', 'politics.n.01', 'critical.a.01', 'details.n.01', 'photographer.n.01', 'shape.n.01', 'public.a.01', 'picture.n.01', 'motion.n.03', 'cultural.a.01', 'procedure.n.01', 'idea.n.01', 'social.a.01', 'life.n.01']","['architecture.n.01', 'urbanity.n.02', 'public.s.02', 'photographic_print.n.01', 'cathedral.n.02', 'civic.a.01']",https://kadist.org/wp-content/uploads/2016/04/tina_modotti_untitled_cathedral_1930.jpg,https://kadist.org/wp-content/uploads/2016/04/tina_modotti_untitled_cathedral_1930-200x300.jpg,https://kadist.org/work/untitled-cathedral/,"['Cultural/7.508169934640522', 'Society/1.6', 'Individual_Personal/1.6']","['Cultural', 'Society', 'Individual_Personal']",10.708169934640521,"['Arts/5.077614379084967', 'Design/1.5555555555555556', 'Media/0.875']","['Arts', 'Design', 'Media']",7.508169934640522,"['Individual_Personal/21.784126984126992', 'Cultural/19.26060655031244', 'Society/12.47456726280256']","['Individual_Personal', 'Cultural', 'Society']",53.51930079724199,"['Values/5.92967032967033', 'Culture/5.926373626373627', 'Spirituality/5.628937728937729']","['Values', 'Culture', 'Spirituality']",17.484981684981687,1.0,0.0
Barry McGee,"Barry McGee’s Untitled is a collection of roughly fifty, framed photographs, paintings, and text pieces clustered together in corner. Its tiled effect can perhaps be seen as a vertical Carl Andre work and also bears some resemblance to another work in the Kadist Collection, Jedediah Caesar’s JCA-25-SC. McGee’s installation also echoes the votive altars in the chapels he visited during his residency in Brazil in 1993. One almost expects to see candles lit below the work honoring the dead or loved ones in crisis. This is appropriate since the individual elements in Untitled depict and honor the disenfranchised, outcasts, and sometimes ghosts of San Francisco street life.","San Francisco-based artist Barry McGee graduated from the San Francisco Art Institute in 1991 with a concentration in painting and printmaking and is considered a central figure in the Mission School movement. His work is heavily influenced by graffiti, comic books, skateboard culture, green culture, and social activism and usually reflects, with a pessimistic view, upon the urban environment that surrounds him. McGee’s large-scale painting installations often take a particular iconography in which a background of abstract, acid-colored patterns is overlayed with text and figures.",Untitled,Americas,"['ghost.n.01', 'vertical.a.01', 'san_francisco.n.01', 'individual.a.01', 'street.n.01', 'elements.n.01', 'piece.n.01', 'life.n.01', 'photograph.n.01']","['outcast.n.01', 'mischief.n.01']",https://kadist.org/wp-content/uploads/2017/01/IMG_Barry-McGee_Untitled_Various-Panels.jpg,https://kadist.org/wp-content/uploads/2017/01/IMG_Barry-McGee_Untitled_Various-Panels-300x226.jpg,https://kadist.org/work/untitled-barry-mcgee/,['Politics/0.8235294117647058'],['Politics'],0.8235294117647058,['Inequality/0.8235294117647058'],['Inequality'],0.8235294117647058,"['Cultural/5.144281045751635', 'Material_Physical/3.9914529914529915', 'Society/3.595591542959964']","['Cultural', 'Material_Physical', 'Society']",12.73132558016459,"['Urbanization/3.595591542959964', 'Materiality/2.435897435897436', 'Spirituality/1.8333333333333335']","['Urbanization', 'Materiality', 'Spirituality']",7.864822312190734,0.0,0.0
Maayan Amir & Ruti Sela,"In Beyond Guilt the two artists create a portrait of our generation in three parts. In Tel Aviv, in confined spaces such as toilets or bar of hotel rooms, they create situations in which participants answer questions and describe themselves. Camera in hand, there is little editing in their works, leaving a rather crude result. The camera becomes the witness of exchange between the participants and the artists in a relationship of power and seduction. These people could easily have counterparts in Western societies. Yet, what is ultimately disturbing is the contradiction between a very light form of life turned to pleasure, sex, or transgression and violence. One in which we perceive the trauma of a permanent war, a conflict sometimes assumed and claimed.","Maayan Amir and Ruti Sela, two young Israeli women artists work collaboratively or individually by project. Shot in Tel Aviv, their short videos report contradictions of a society defined by power relations, commonly featuring subjects like artists and models, men and women, and the private and public domain. Their films offer a fresh examination of the influence of occupation, terror, and the army in Israeli identity. Even in the most private moments, sexual identity and political identity are inextricably linked in their works. For their latest project “Exterritory,” the two artists left their cameras in distinct locations to collectively investigate space beyond borders in different neighboring countries at war. This utopian project exists only in a temporary situation, a place located in transit across the maritime horizons. There, Maayan Amir and Ruti Sela, other artists and curators, met to develop a film program centering on the concept of extraterritoriality. The first program “Exterritory” was held June 17 to 21, 2010, (coincidentally a few days after the Israeli attack of the fleet on its way to Gaza) on a ship that traveled from Israel to Cyprus. Ruti Sela was born in 1974 in Jerusalem and Maayan Amir was born in 1978 in Hedera. They live and work in Tel-Aviv.",Beyond Guilt,Middle East & Africa,"['artist.n.01', 'camera.n.01', 'hotel.n.01', 'exchange.n.01', 'coevals.n.01', 'violence.n.01', 'light.a.01', 'consequence.n.01', 'situation.n.01', 'relationship.n.01', 'portrayal.n.01', 'hand.n.01', 'power.n.01', 'war.n.01', 'society.n.01', 'question.n.01', 'people.n.01', 'form.n.01', 'life.n.01', 'space.n.01']","['israel.n.01', 'interrogate.v.02', 'power.n.01', 'war.n.01', 'endless.s.01', 'confinement.n.03']",https://kadist.org/wp-content/uploads/2016/04/img-805_0.jpg,https://kadist.org/wp-content/uploads/2016/04/img-805_0-300x240.jpg,https://kadist.org/work/beyond-guilt/,"['Society/9.33017848164907', 'Material_Physical/5.17124183006536', 'Politics/3.4347319347319347']","['Society', 'Material_Physical', 'Politics']",17.936152246446365,"['War/3.6833333333333336', 'Land/3.5712418300653597', 'Urbanization/3.1790849673202617']","['War', 'Land', 'Urbanization']",10.433660130718955,"['Society/14.001671694318754', 'Material_Physical/11.548859637094932', 'Politics/10.030609260021027']","['Society', 'Material_Physical', 'Politics']",35.58114059143472,"['Power/4.111655011655012', 'Violence/3.639705882352941', 'Materiality/3.235897435897436']","['Power', 'Violence', 'Materiality']",10.987258329905389,1.0,0.0
Nicoline van Harskamp,"The work is a speech composed of excerpts from autobiographies of well-known political characters. From each book an excerpts that describes a childhood event and one that describes a political event or statement was selected. The former, in most cases, functions as an alibi or explanation of the latter. A professional speech writer brought the excerpts brought the excerpts together and three actors delivered the speech live for an audience. The autobiographies comprise historical figures such as Malcolm X, Hillary Clinton, Margaret Thatcher and Ariel Sharon.","The work of Nicoline van Harskamp addresses the function and power of the spoken word, and its ability to influence perception and shape thought, both of which are instrumental to politics. Using footage of conversations, speeches and debates, she writes the scripts for her video and performance pieces. Nicoline van Harskamp was born in 1974. She lives and works in Amsterdam.",Character Witness,Europe,"['address.n.03', 'event.n.01', 'political.a.01', 'statement.n.01', 'childhood.n.01', 'audience.n.01', 'writer.n.01', 'actor.n.01', 'function.n.01', 'compose.v.01', 'historical.a.01', 'book.n.01', 'fictional_character.n.01', 'figure.n.01']","['autobiography.n.01', 'speech.n.03', 'combine.v.04', 'fragment.n.01', 'perception.n.03', 'reenactment.n.01']",https://kadist.org/wp-content/uploads/2016/04/cw-performance-stillsSITE.jpg,https://kadist.org/wp-content/uploads/2016/04/cw-performance-stillsSITE-300x226.jpg,https://kadist.org/work/character-witness/,"['Cultural/7.951629072681704', 'Society/4.093181818181819', 'Individual_Personal/4.019047619047619']","['Cultural', 'Society', 'Individual_Personal']",16.063858509911142,"['Arts/4.7897243107769425', 'Mind/1.657142857142857', 'History/1.6181818181818182']","['Arts', 'Mind', 'History']",8.065048986101619,"['Cultural/16.334784943672418', 'Individual_Personal/7.486130862601451', 'Society/6.541025641025641']","['Cultural', 'Individual_Personal', 'Society']",30.361941447299508,"['Fantasy/5.852064765300059', 'Language/4.9109253065774805', 'Activism/4.0']","['Fantasy', 'Language', 'Activism']",14.762990071877539,1.0,0.0
Lu Chunsheng,"A mesmerizing experience of a vaguely familiar yet remote world, History of Chemistry I follows a group of men as they wander from somewhere beyond the edge of the sea through a vast landscape to an abandoned steel factory. Using long shots and atypical settings, Lu Chunsheng enigmatically refers to a distant history while conveying the sense of dislocation wrought by successive stages of modernization. The combination of elaborate landscape shots from the suburbs of Shanghai and Lu’s signature style of spare and minimally crafted acting offers a surreal view of human behavior in spaces marked by the hulking remnants of China’s extraordinary development.","A particularly generative aspect of Lu Chunsheng’s work is the way it breaches the boundary between documentary and fiction. Rather than merely illustrate it, his conceptual and methodological coherence broadens and extends his inquiry into everyday life. Unlike many of his fellow artists who emerged from the same generation, Lu does not focus on the alienation inherent to an accelerated urbanization and its stream of rapidly moving images and perplexed inhabitants.",History of Chemistry I,Asia,"['shooting.n.01', 'landscape.n.01', 'history.n.01', 'tag.v.01', 'steel.n.01', 'phantasmagoric.s.01', 'combination.n.01', 'edge.n.01', 'development.n.01', 'huge.s.01', 'sea.n.01', 'phase.n.01', 'sense.n.01', 'manner.n.01', 'experience.n.01', 'human.a.01', 'position.n.03', 'space.n.01']","['dislocation.n.02', 'wandering.n.01', 'modernization.n.01', 'china.n.01', 'acting.n.01', 'landscape.n.03']",https://kadist.org/wp-content/uploads/2016/04/lu_chunsheng_history_of_chemistry_i_2004.jpg,https://kadist.org/wp-content/uploads/2016/04/lu_chunsheng_history_of_chemistry_i_2004-240x300.jpg,https://kadist.org/work/history-of-chemistry-i/,"['Cultural/18.765311752231266', 'Society/13.042576137312983', 'Material_Physical/8.406624404147625']","['Cultural', 'Society', 'Material_Physical']",40.21451229369187,"['Arts/10.668120055039562', 'Land/3.6198830409356724', 'Spirituality/3.257142857142857']","['Arts', 'Land', 'Spirituality']",17.54514595311809,"['Material_Physical/10.050080638315933', 'Society/8.233444333444334', 'Individual_Personal/7.826495726495726']","['Material_Physical', 'Society', 'Individual_Personal']",26.11002069825599,"['Time/4.999286987522281', 'Politics/4.0', 'Culture/3.230769230769231']","['Time', 'Politics', 'Culture']",12.230056218291512,0.6666666666666666,0.0
