artist_name,description,artist_description,title,region,machine_tags,user_tags,image_url,thumbnail,permalink,user_superclusters_formatted,user_superclusters_no_scores,user_superclusters_sum_of_scores,user_clusters_formatted,user_clusters_no_scores,user_clusters_sum_of_scores,machine_superclusters_formatted,machine_superclusters_no_scores,machine_superclusters_sum_of_scores,machine_clusters_formatted,machine_clusters_no_scores,machine_clusters_sum_of_scores,superclusters_fmeasure,clusters_fmeasure
Meiro Koizumi,"This video installation was made for the exhibition “Journey to the West” held in January 2012 in New Delhi, where a group of curators invited six Japanese artists to produce a work to be made around the relationship between Japan and India. In the framework of this exhibition, Meiro Koizumi decided to use a controversial book of modern Japanese history The Judgement of Justice Radhabinod Pal, as material for his work. Koizumi created a performance combining the paradoxical context of this book with monstrous representation of Indian gods. The central performer had to read the Judgement of Pal as seriously as possible, while two other performers on the side had to make a comedy out of the situation. It is Koizumi’s attempt to create a new god-like mythical figure that embodies the contradiction inscribed within modern Japanese history and identity. The context of this work has much to do with the trial held in Tokyo right after the war to judge Japanese war criminals. Judge Pal was the only Asian judge to be invited to the trial, and he was the only one that found all the defendants not guilty.","Meiro Koizumi is a Japanese video and performing artist, born in 1976. He has built a compelling body of work that deals with power dynamics on scales from the familial to the national, and examines questions of political and psychological control. Implicating himself, his performers, and the viewer through choreographed emotional manipulations, Koizumi creates works that straddle the uncomfortable and indefinable line between cruelty and comedy.   Meiro Koizumi was born in Gunma, Japan in 1976. He lives and works in Yokohama, Japan.",Inder Kommen Sie / It’s a Comedy,Asia,"['japanese.a.01', 'performer.n.01', 'invite.v.01', 'modern.a.01', 'war.n.01', 'book.n.01', 'context.n.01', 'history.n.01', 'west.n.01', 'read.v.01', 'produce.v.01', 'journey.n.01', 'attempt.n.01', 'situation.n.01', 'identity.n.01', 'relationship.n.01', 'model.n.01', 'representation.n.01', 'artist.n.01', 'cardinal.s.01', 'performance.n.01', 'figure.n.01', 'make.v.03', 'material.n.01', 'video.n.01']","['contradiction.n.01', 'comedy.n.01', 'japanese.a.01', 'india.n.01', 'paradox.n.01', 'world_war_ii.n.01']",https://kadist.org/wp-content/uploads/2016/04/inder_kommen_sie_its_a_comedy_2012.jpg,https://kadist.org/wp-content/uploads/2016/04/inder_kommen_sie_its_a_comedy_2012-300x200.jpg,https://kadist.org/work/inder-kommen-sie-its-a-comedy/,"['Cultural/6.928937728937729', 'Society/4.0', 'Material_Physical/2.6198830409356724']","['Cultural', 'Society', 'Material_Physical']",13.548820769873402,"['Language/2.9333333333333336', 'Land/2.6198830409356724', 'Fantasy/2.4571428571428573']","['Language', 'Land', 'Fantasy']",8.010359231411863,"['Individual_Personal/25.782803471038772', 'Cultural/21.547189042841225', 'Society/15.281978418897927']","['Individual_Personal', 'Cultural', 'Society']",62.61197093277793,"['Mind/6.528205128205128', 'Media/5.8819291819291815', 'Identity/5.567210567210567']","['Mind', 'Media', 'Identity']",17.977344877344876,0.6666666666666666,0.0
Willie Doherty,"“I focused on how the political and physical merged” analyzes Willie Doherty. Out of the Shadows II plunges us into a dark night lit by a few street lights in a deserted street where a car is parked in the Irish city of Derry. What is at stake is yet to be unearthed. The context of this picture is not revealed immediately. The pre-text or the information and interpretations made ??by the spectator puts the image in the “troubled” political context of Northern Ireland (a car bomb?) led by the sectarian resentment between communities (the wall evokes a zone of non-visibility). In contrast to the iconography of terrorism in the media, Doherty does not capture the moment of violence itself, but rather an “anti-headline,” the location of a possible confrontation, past or future. Thus, “Out of the Shadows II” substitutes the narrative of the event with a political image, embracing the event’s description with the aesthetics of the urban landscape.","Much of the work of Willie Doherty – as pointed out in his 2007 retrospective at the Kunstverein Hamburg and Munich Lenbachhaus – is built around Derry City in Northern Ireland, the birthplace of the Irish artist. His photographs, stories, videos, and installations are driven by the internecine war and political-religious agitation in Northern Ireland between the nationalist community predominantly Catholic and the unionist Protestant majority that has occurred since the late 60’s. The city and public space are the scene of civil conflicts. In the video “Three Potential Endings” (2008) political space is allegorized in the architecture. The work of Doherty transforms these “non-places” into sets. In “Grey Day IX” (2007), the idea of ??borders, understood as a separation is less cernable and more diffuse. Daily and anonymous violence in an intolerant public space is denounced. His images raise the question of the representation of political confrontation, through the use of codes in art and cinema, and by means of image and text. Tension, oppression, uncertainty, and fear are like a sub-representation without specific references in the picture.Willie Doherty was born in 1959 in Derry, Ireland where he lives and works today.",Out of the Shadows II,Europe,"['political.a.01', 'shadow.n.01', 'event.n.01', 'street.n.01', 'context.n.01', 'urban.a.01 landscape.n.01', 'future.n.01', 'capture.v.01', 'violence.n.01', 'night.n.01', 'location.n.01', 'uncover.v.01', 'contrast.n.01', 'community.n.01', 'interpretation.n.01', 'physical.a.01', 'moment.n.01', 'urban.a.01', 'picture.n.01', 'medium.n.01', 'image.n.01', 'light.n.01', 'wall.n.01', 'narrative.n.01', 'city.n.01']","['civil_war.n.01', 'possibility.n.01', 'car_bomb.n.01', 'ireland.n.02', 'irish_republican_army.n.01', 'urban.a.02']",https://kadist.org/wp-content/uploads/2016/04/img-70.jpg,https://kadist.org/wp-content/uploads/2016/04/img-70-300x197.jpg,https://kadist.org/work/out-of-the-shadows-ii/,"['Society/5.18954248366013', 'Individual_Personal/4.0', 'Cultural/1.5555555555555556']","['Society', 'Individual_Personal', 'Cultural']",10.745098039215685,"['War/2.5882352941176467', 'Violence/1.6013071895424837', 'Mind/1.6']","['War', 'Violence', 'Mind']",5.78954248366013,"['Cultural/28.511708879355947', 'Material_Physical/25.013114989585585', 'Society/17.428808446455506']","['Cultural', 'Material_Physical', 'Society']",70.95363231539704,"['Urbanization/8.915837104072398', 'Media/8.772134238310707', 'Time/8.46984126984127']","['Urbanization', 'Media', 'Time']",26.157812612224376,0.6666666666666666,0.0
Michael Landy,"H.2.N.Y Skeleton of the Dump revolves entirely around the performance “Homage to New York” (1960),  of the Swiss artist Jean Tinguely (1925-1991),  during which the machine built by the artist in the gardens of the Museum of Modern Art (MOMA) had to self-destruct itself in 27 minutes, but, in the end, it had to be finished off by firemenbeing called in after it erupted in flames. Since the discovery of Jean tinguely’s retrospective at the Tate Gallery in London, in 1982, Michael Landy spent two years researching and sketching (charcoal, oil, glue, ink) from his previous research carried out  at Museum Tinguely in Basel, and at the MOMA in New York. By labor intensive work,  Michael Landy tried to recapture the essence of the event, to dislocate and to revive it with these the black and white drawings. He made them on several scales, some very small, some medium format and some, like this, large scale. Made with oil stick or white glue or both, he played on the idea of mezzotint as well as the idea of night time performance. The images are based on the film made of Tinguely’s action. Some drawings are made as though within the machine, and others, like this one, are made as though observing the machine from a distance. In certain drawings the machine is self-destructing, in others it is complete. Skeleton of the Dump shows the machine in lonely isolation, almost an outsider and rather forlorn. The motif itself is simply the white paper showing through.","One of the leading artists of his generation, Michael Landy’s work has posed serious questions about globalisation, recycling, regeneration and politics. Not afraid to embrace the traditional skills of drawing, he has also made large scale installations using multimedia. He is most famous for his installation, Break Down (2001) in which he systematically catalogued then destroyed all of his possessions in a disused department store. With sharp and wry observations on every-day life, Landy constantly seeks to question the relationship between art, institutions and markets.  Michael Landy was born in London, UK, in 1963. He lives and works in London.",H.2.N.Y Skeleton of the Dump,Europe,"['machine.n.01', 'new_york.n.01', 'york.n.01', 'white.a.01', 'scale.n.01', 'drawing.n.01', 'museum.n.01', 'performance.n.01', 'idea.n.01', 'garden.n.01', 'black.a.01 white.a.01', 'motif.n.01', 'format.n.01', 'distance.n.01', 'night.n.01', 'london.n.01', 'name.v.01', 'construct.v.01', 'event.n.01', 'action.n.01', 'black.a.01', 'paper.n.01', 'medium.n.01', 'establish.v.08']","['reconstruction.n.03', 'mezzotint.n.01', 'art_history.n.01', 'machine.n.01', 'self-destruct.v.01', 'research.n.01']",https://kadist.org/wp-content/uploads/2016/04/img-570.jpg,https://kadist.org/wp-content/uploads/2016/04/img-570-300x239.jpg,https://kadist.org/work/h-2-n-y-skeleton-of-the-dump/,"['Cultural/17.93182834537324', 'Society/3.3359477124183003', 'Individual_Personal/2.508771929824561']","['Cultural', 'Society', 'Individual_Personal']",23.7765479876161,"['Arts/9.284004127966977', 'Technology/6.227941176470589', 'History/1.6888888888888889']","['Arts', 'Technology', 'History']",17.200834193326454,"['Cultural/37.32957336780866', 'Society/21.251263811867535', 'Individual_Personal/20.54322344322345']","['Cultural', 'Society', 'Individual_Personal']",79.12406062289965,"['Media/9.1644419306184', 'Technology/8.747549019607844', 'Arts/6.986080586080585']","['Media', 'Technology', 'Arts']",24.89807153630683,1.0,0.6666666666666666
Francis Alÿs,"The Nightwatch, which is an ironic reference to the celebrated painting by Rembrandt, follows the course of a fox wandering among the celebrated collections of the National Portrait Gallery in London. The path of the fox, from galleries containing 16th, 17th and 18th century portraits of historic figures from British history hung on plush walls, is circuitous and seemingly random.The fox tracks back and forth, sometimes inspecting the gallery furniture, often walking through the middle of the room but sometimes around its perimeter until eventually it climbs on top of a showcase, covered in fabric where he settles down to sleep. The actions of the fox are observed from the close-circuit television cameras which form part of the museum’s security system. Foxes are now commonly found in London roaming the suburban streets at night-time. They are in a sense flaneurs sauvages. The insertion of a fox in such an august institution is at once bizarre and yet in some sense perfectly normal. There is a constant tension in the film: will the fox do some damage, what attracts him to particualr places that he returns to; how does he decide where he will settle. The fox acculturises to the gallery in the same way he has become acclimatised to the city. The fox is an outsider, an interloper banned from the city that has re-inserted itself. Alys draws a parallel between the fox and himself. ‘No matter how long I have been away, I have one foot in a European culture, and one foot out… A lot of my work has played on the double status’. The theme of surveillance is multi-layered. On the one hand the fox is staking out the gallery; the portraits on the wall appear to be watching him; the security cameras are monitoring both the paintings and the fox and finally, we the viewer are observing the whole action.","Trained as an architect, Alÿs turned to a visual arts based practice in the early 1990s as a more immediate, direct, and effective way of exploring issues related to urbanization, to the ordering and signification of urban space and to the semiotics of its use. His work initiates with a simple action, either by him or others, which is then documented in a range of media. Alÿs explores subjects such as modernizing programs in Latin America and border zones in areas of conflict, often asking about the relevance of poetic acts in politicized situations. Documentation is central to his practice as well as painting, drawing, and video. In his work, When Faith Moves Mountains (2002) made in collaboration with Mexican critic Cuauhtemoc Medina, Alÿs recruited 500 volunteers outside of Lima, Peru. Each person moved a shovel full of sand one step at a time form one side of a dune to the other, and together they moved the entire geographical location of the dune by a few inches. Critic Jean Fisher linked Alÿs’ work to the radical event of precipitating a crisis of meaning, where the exposure of a void of meaning is confronted by its social situation, leading up to some kind of truth. Francis Alÿs was born in Belgium in 1959. He lives and works in Mexico City.",The Nightwatch,Europe,"['portrayal.n.01', 'london.n.01', 'action.n.01', 'sense.n.01', 'wall.n.01', 'camera.n.01', 'city.n.01', 'path.n.04', 'batch.n.02', 'television.n.01', 'fabric.n.01', 'status.n.01', 'changeless.s.02', 'play.v.01', 'institution.n.01', 'matter.n.01', 'century.n.01', 'center.n.01', 'tension.n.01', 'celebrated.s.01', 'museum.n.01', 'hand.n.01', 'mention.n.01', 'street.n.01', 'subject.n.01']","['wandering.n.01', 'art_history.n.01', 'surveillance.n.01', 'spectator.n.01', 'museum.n.01', 'fox.n.01']",https://kadist.org/wp-content/uploads/2016/04/img-121.jpg,https://kadist.org/wp-content/uploads/2016/04/img-121-300x224.jpg,https://kadist.org/work/the-nightwatch/,"['Cultural/9.465428276573787', 'Society/5.0890350877192985', 'Politics/3.4040100250626564']","['Cultural', 'Society', 'Politics']",17.958473389355742,"['Arts/5.198486412108703', 'History/2.563888888888889', 'Economy/2.5251461988304094']","['Arts', 'History', 'Economy']",10.287521499828001,"['Society/25.33662464985995', 'Cultural/20.487631975867274', 'Politics/12.932620320855616']","['Society', 'Cultural', 'Politics']",58.756876946582835,"['Urbanization/8.561990950226244', 'Land/5.532528908999498', 'Media/5.0312217194570135']","['Urbanization', 'Land', 'Media']",19.125741578682756,1.0,0.0
Evariste Richer,"Cumulocumulonimbus capillatus incus functions on the mode of a mise en abîme: it is a cube composed with 8000 dice. The work plays with chance, each installation produces a renewed visual combination. Robert Filliou said that Eins. Un. One… (16000 dice spread on the floor, 1984) “can materialise, materialises and will materialise with no limit to the most diverse forms or combination of forms.”  Richers’ sculpture acts like an encoded and pixellated image of an individual according to different layers of meaning: the weight of the work is equivalent to that of an average man (76kg); the colours of the dice recall those used in diagrams representing a codified human DNA; every choice that mankind has to make could be imagined as a roll of dice. The title of this sculpture refers to a cloud that provokes very destructive hail and thunderstorms. The sculpture is as fragile and threatening as this meteorological phenomenon – dislocation and explosion loom. In his work, the artist creates assocations between dice, hailstones, meteorites. Different levels of meaning (mankind, the cliCmate, games) are crystallised in this artwork according to concatenation logic that creates a whole. The artist links the individual and the atmosphere, microcosm and macrocosm, in a manner close in spirit to the sociologist Edgar Morin’s concept of complexity (etymologically meaning “what is woven together”), as a web of interlacing.","Evariste Richer constantly invents new standards for measurement which are mostly objects to prompt the spectator’s potential investigations: avalanche probes, a meter drawn from memory, a meter with no measurements… Meteorology, science, magic, mineralogy, photography, optics are his preferred terrains. The artist reveals meaning through displacements, changes of state such as the physical occurrence of sublimation (matter transforming from solid to gas). In Ecran (Screen, 2008), the weave of a projection screen is blown-up full-scale and takes over the entire room. Evariste Richer makes visible these micro perforations which are usually hidden by the film being projected; he reveals the infra small and ghostly. Blow up (2003), a tennis ball which has been turned in on itself, could stand as an allegory for sedimentation and concatenation. The concentration of meaning and gesture produces the artwork. The constant shifting between the cosmic and the infra small brings together knowledge and observation, certainties and the poetry of art. A piece from a meteorite can become a dice (Médéorite,  2008), a dice turning at high speed can become an illustration of the energy principle (Le grêlon noir/The Black Hailstone, 2008). Crystallisation – which was defined by Stendhal as feelings born in the imagination that become attached to an object to transfigure it – is the base of Richer’s work. Evariste Richer was born in 1969 in Montpellier, France. He lives and works in Paris.",Cumulonimbus capillatus incus,Europe,"['world.n.08', 'combination.n.01', 'meaning.n.01', 'manner.n.01', 'sculpture.n.01', 'form.n.01', 'opportunity.n.01', 'phenomenon.n.01', 'cloud.n.01', 'layer.n.01', 'imagine.v.01', 'complexity.n.01', 'concept.n.01', 'universe.n.01', 'floor.n.01', 'function.n.01', 'degree.n.01', 'game.n.01', 'individual.a.01', 'person.n.01', 'artwork.n.01', 'compose.v.01', 'human.a.01', 'ocular.a.02', 'title.n.01']","['cube.n.01', 'die.n.01', 'possibility.n.01', 'chance.n.03', 'colorful.a.01', 'massive.s.01']",https://kadist.org/wp-content/uploads/2016/04/img-364.jpg,https://kadist.org/wp-content/uploads/2016/04/img-364-300x200.jpg,https://kadist.org/work/cumulonimbus-capillatus-incus/,['Individual_Personal/4.8181818181818175'],['Individual_Personal'],4.8181818181818175,"['Mind/1.6', 'Spirituality/1.6', 'Identity/0.8181818181818182']","['Mind', 'Spirituality', 'Identity']",4.0181818181818185,"['Cultural/27.448049825991017', 'Material_Physical/22.119169719169726', 'Individual_Personal/19.83260073260074']","['Cultural', 'Material_Physical', 'Individual_Personal']",69.39982027776148,"['Arts/9.023859637094931', 'Space/7.479487179487179', 'Culture/4.742612942612943']","['Arts', 'Space', 'Culture']",21.245959759195053,0.5,0.0
Eric Dizambourg,"Eric Dizambourg’s film presents a bucolic and ludicrous world used as a background for a character who is an actor as well as a performer. This character comes and goes throughout the countryside, the barn and an urban setting, a world of odds and ends where objects often seem to be used for other purposes than their original ones.","Eric Dizambourg was born in Créteil, France, in 1984. He lives and works near Paris, France.",Le mouton noir,Europe,"['fictional_character.n.01', 'performer.n.01', 'actor.n.01', 'purpose.n.01', 'background.n.01', 'original.s.01', 'urban.a.01', 'object.n.01', 'movie.n.01']","['fictional_character.n.01', 'absurd.s.01', 'misapply.v.01', 'bucolic.a.02', 'actor.n.01', 'urban.a.02']",https://kadist.org/wp-content/uploads/2016/04/img-715.jpg,https://kadist.org/wp-content/uploads/2016/04/img-715-300x240.jpg,https://kadist.org/work/le-mouton-noir/,"['Individual_Personal/3.202614379084967', 'Cultural/2.4763071895424837', 'Society/1.0']","['Individual_Personal', 'Cultural', 'Society']",6.678921568627451,"['Fantasy/2.4763071895424837', 'Mind/1.6470588235294117', 'Spirituality/1.5555555555555556']","['Fantasy', 'Mind', 'Spirituality']",5.678921568627451,"['Cultural/11.538150901386198', 'Individual_Personal/6.6744092508798385', 'Society/1.8888888888888888']","['Cultural', 'Individual_Personal', 'Society']",20.101449041154925,"['Mind/4.118853695324283', 'Media/4.0970085470085476', 'Arts/2.657142857142857']","['Mind', 'Media', 'Arts']",10.873005099475687,1.0,0.3333333333333333
Eric Dizambourg,"Like the film Le Mouton noir, this dimension is counterbalanced by a burlesque element. The piece of fabric on the rat’s paw or ‘graft’ becomes a patchwork made out of colorful geometric shapes recalling a Harlequin costume, thus referring directly to the burlesque tradition. This leitmotiv creates a contrast with the dull colors, the humility of the countryside, and makes the figurative scene look unreal to reveal its superficiality.  The stiff character seems to be in a procession, while the introduction of the burlesque element transforms it into a carnival. The achievement of the picture occurs in two parts: first the painting of a figurative scene by the artist, and then the moment where the scene becomes absurd.","Eric Dizambourg was born in Créteil, France, in 1984. He lives and works near Paris, France.",Greffe sur patte,Europe,"['figurative.a.01', 'component.n.01', 'scene.n.01', 'fabric.n.01', 'dimension.n.01', 'geometric.s.01', 'uncover.v.01', 'contrast.n.01', 'colors.n.01', 'tradition.n.01', 'shape.n.01', 'moment.n.01', 'picture.n.01', 'fictional_character.n.01', 'piece.n.01', 'movie.n.01']","['burlesque.n.01', 'absurd.s.01', 'dull.s.05', 'rodent.n.01', 'countryside.n.01', 'earthy.a.04']",https://kadist.org/wp-content/uploads/2016/04/img-714.jpg,https://kadist.org/wp-content/uploads/2016/04/img-714-300x239.jpg,https://kadist.org/work/greffe-sur-patte/,"['Material_Physical/3.475', 'Cultural/1.7142857142857142']","['Material_Physical', 'Cultural']",5.189285714285714,"['Land/3.475', 'Arts/1.7142857142857142']","['Land', 'Arts']",5.189285714285714,"['Cultural/26.59655964950083', 'Individual_Personal/16.67400703871293', 'Material_Physical/7.312068633121264']","['Cultural', 'Individual_Personal', 'Material_Physical']",50.582635321335026,"['Mind/8.021417797888386', 'Media/7.402136752136752', 'Arts/6.870604395604396']","['Mind', 'Media', 'Arts']",22.294158945629533,0.8,0.4
Jason Dodge,"In Algeria, Djidjiga Meffre has woven a fabric with a string, a length equal to the distance from the earth to troposphere. Several works by Dodge, with the same title, follow this principle of measurement.  The work, like a synecdoche, is synthesized by its material and its implementation, both of which are fully part of the meaning. The work functions like as a concentrate. Shades of color and texture relate to multiple sensory and visual sensations, evoking a sky-colored night. It is by its concentration in the weaving that the distance can be represented in a concrete way and visible in one glance. To describe the work amounts to producing a story that echoes the myths surrounding the process of weaving. Above the weather opens up multiple narratives; in the etymological sense, the text is a fabric. We can see the work as a magic carpet that allows a moving “imaginary” of the spirit in the atmosphere. The weaving technique used in the work is frequently used by the artist, contributing to Dodge’s overall poetic aesthetics.","Jason Dodge extracts objects from everyday life – of which he adds minimal alterations by  the way that he isolates and presents them. For instance, he collects all the light sources of a house in “Darkness falls on Wolkowyja Poland” (2005), he samples the strings of a violin in “The viola duo of Bela Bartok” (2007), he records on a light sensitive photo paper in “Into Black” (2007), and finally he adds a bell brush chimney sweep in “Ringing Through chimneys” (2007). The artist goes beyond the silent dimension of the object to reveal their narrative potential, triggering fiction. The artist considers them as elements of a broader context. “I ??try to consider my work related to writing, but using a visual language,” says the Dodge. Name placards accompanying works are pretexts for further stories, supplemented by the imagination of the viewer and their inquiries. The artist, as a storyteller, reintroduces stories, the spoken word, and language in the space of the white cube. In Dodge’s work, the readable is not reducible to the visible. It operates like a trompe l’oeil, an image that gives the illusion of distance from reality, yet is blurred by the poetry of the intervention of the artist.  Jason Dodge was born in 1969 in Newton, Pennsylvania, USA. He lives and works in New York and Berlin.",Above the Weather,Americas,"['fabric.n.01', 'distance.n.01', 'narrative.n.01', 'technique.n.01', 'earth.n.01', 'represent.v.01', 'multiple.a.01', 'night.n.01', 'poetic.a.01', 'function.n.01', 'visible.a.01', 'color.n.01', 'sense.n.01', 'meaning.n.01', 'procedure.n.01', 'ocular.a.02', 'title.n.01', 'material.n.01']","['synecdoche.n.01', 'atmosphere.n.03', 'weaving.n.01', 'measurement.n.01', 'language.n.01', 'distance.n.01']",https://kadist.org/wp-content/uploads/2016/04/img-328.jpg,https://kadist.org/wp-content/uploads/2016/04/img-328-300x205.jpg,https://kadist.org/work/above-the-weather/,"['Cultural/14.878624445729713', 'Society/6.514285714285713', 'Politics/4.114285714285715']","['Cultural', 'Society', 'Politics']",25.50719587430114,"['Arts/6.419883040935673', 'Language/3.533119658119658', 'Spirituality/3.257142857142857']","['Arts', 'Language', 'Spirituality']",13.210145556198189,"['Cultural/17.97129014776074', 'Society/12.02710622710623', 'Individual_Personal/10.44807153630683']","['Cultural', 'Society', 'Individual_Personal']",40.4464679111738,"['Arts/4.138461538461539', 'Economy/4.028937728937729', 'Spirituality/4.026373626373627']","['Arts', 'Economy', 'Spirituality']",12.193772893772895,0.6666666666666666,0.6666666666666666
Simon Starling,"Invited in 2007 to the Museum Folkwang in Essen (Germany), Simon Starling questioned its history: known for its collections and particularly for its early engagement in favor of modern art (including the acquisition and exhibition of works by Cézanne, Gauguin, Van Gogh, Matisse), then destroyed during the Second World War, the museum was pillaged for its masterpieces of ‘degenerate art’ by the nazis. Starling found photographs of a hang dating back to 1929, taken by Albert Renger-Patzsch, the German New Objectivity photographer. Firstly, he researched the artworks that were presented then which for the most part had been restituted or acquired by private collectors after the war. Secondly, he reconstituted this hang. Finally, he took the same pictures as Renger-Patzsch, with the same ‘scientific objectivity’. The result is simple and minimal, and tends to erase any difference with the original. Playing on the notion of author, Starling identically reconstructs (‘Nachbau’ means reconstruction in German), thus he realizes an exact replica of the photographs taken seventy years earlier. By blurring temporalities, the artist manipulates the history of the collections and questions the outcome of the images and the institution in light of this actual reconstruction in the museum. This work can also be understood as an absurd attempt to go back in time in order to correct history.","Simon Starling provokes unexpected crossings between objects, materials and events. He produces hybrid works that seem to come from another space-time continuum. In 1995, he used the aluminium from a chair designed by Jorge Pensi to reproduce nine copies of a beer can found on the Bauhaus site in Dessau, thus creating a condensed history of design in a rather trivial object, turning a piece of rubbish found by chance into the clue of a historical lineage neither absurd nor authentic.While avoiding formal creation ex nihilo, the artist paradoxically behaves like a true demiurge. His works imply processes of metamorphosis quite similar to alchemy. He appropriates forms and objects and integrates them into complex networks of meaning which do not aim at revealing a hidden history but rather at drawing unseen paths that ultimately exist only because of his intervention.Simon Starling was born in 1967 in Epsom, UK. He lives and works in Copenhagen and Berlin.",Nachbau,Europe,"['museum.n.01', 'reconstruction.n.01', 'history.n.01', 'war.n.01', 'world_war.n.01', 'invite.v.01', 'institution.n.01', 'writer.n.01', 'battle.n.01', 'private.a.01', 'photograph.n.01', 'attempt.n.01', 'modern.a.01', 'consequence.n.01', 'artwork.n.01', 'photographer.n.01', 'simple.a.01', 'original.s.01', 'picture.n.01', 'impression.n.01', 'light.n.01', 'question.n.01', 'time.n.01']","['reconstruction.n.03', 'nazism.n.01', 'museum.n.01', 'correction.n.01', 'research.n.01', 'art_history.n.01']",https://kadist.org/wp-content/uploads/2016/04/img-327.jpg,https://kadist.org/wp-content/uploads/2016/04/img-327-300x67.jpg,https://kadist.org/work/nachbau/,"['Society/10.695422714540362', 'Cultural/9.465428276573787', 'Politics/5.0251117991056065']","['Society', 'Cultural', 'Politics']",25.185962790219754,"['Arts/5.198486412108703', 'Politics/5.0251117991056065', 'Economy/4.166013071895424']","['Arts', 'Politics', 'Economy']",14.389611283109733,"['Society/26.789138475903183', 'Cultural/20.749545552486733', 'Individual_Personal/13.699633699633702']","['Society', 'Cultural', 'Individual_Personal']",61.23831772802362,"['War/9.782466063348416', 'Arts/5.859090909090909', 'Violence/5.241013071895424']","['War', 'Arts', 'Violence']",20.88257004433475,0.6666666666666666,0.3333333333333333
Natasha Wheat,"Wheat’s work is built on a strong conceptual framework that weaves together commentary on social and political issues and the radical potential for change. Be Oblivion, in Disconnect (2011) is a sculpture and an intervention. Two cardboard boxes house white neon letters that collectively have the potential to spell “Be Oblivion.” The dismembered phrase is rendered powerless in its present state; the potential power lies with the viewer, who could conceivably reconstruct it. The boxes sit on wooden pallets of the kind typically used for shipping; by painting them white and repurposing them as pedestals, Wheat removes them from circulation as carriers of commodities. The simple cardboard boxes are also discarded shipping materials.  The words “Be Oblivion” are a seeming command to fade away into obscurity. This simple phrase resonates as a harbinger of defeat. Perhaps the provocative installation is a pointed statement about our collective loss of power: in politics, commerce, war, international relations, social issues, or all of these. Wheat asks us to resurrect her jumbled phrase in our minds, contemplate it, and see if it is time for an insurrection.","Natasha Wheat’s diverse body of work explores social experience as a sensual phenomenon that is riddled with hierarchical complexity. Her objects, installations, and interventions engender and disrupt a full range of interpersonal relations. Wheat was the founder of Project Grow, an art studio and urban farming program based in Portland, Oregon, that employed developmentally disabled adults and investigated the intersection of food, ideology, society, and exchange. She earned her BFA from the School of the Art Institute of Chicago and an MFA with an emphasis in social practice from California College of the Arts.","Be Oblivion, in Disconnect",Americas,"['phrase.n.01', 'box.n.01', 'potential.a.01', 'cardboard.n.01', 'issue.n.01', 'simple.a.01', 'power.n.01', 'white.a.01', 'social.a.01', 'strong.a.01', 'statement.n.01', 'render.v.01', 'conceptual.s.01', 'intervention.n.01', 'politics.n.01', 'potential.n.01', 'corporate.s.03', 'house.n.01', 'construct.v.01', 'model.n.01', 'war.n.01', 'political.a.01', 'sculpture.n.01', 'spectator.n.01', 'material.n.01']","['resurrection.n.02', 'powerlessness.n.01', 'containment.n.03', 'language.n.01', 'circulation.n.05', 'text.n.01']",https://kadist.org/wp-content/uploads/2016/04/natasha_wheat_be_oblivion_in_disconnect.jpg,https://kadist.org/wp-content/uploads/2016/04/natasha_wheat_be_oblivion_in_disconnect-300x225.jpg,https://kadist.org/work/be-oblivion-in-disconnect/,"['Cultural/7.0537240537240535', 'Material_Physical/3.3321428571428573', 'Society/1.6470588235294117']","['Cultural', 'Material_Physical', 'Society']",12.032925734396322,"['Language/4.746031746031746', 'Arts/1.5384615384615385', 'Time/0.875']","['Language', 'Arts', 'Time']",7.159493284493284,"['Cultural/18.94439759586819', 'Individual_Personal/18.462141779788848', 'Material_Physical/7.177777777777777']","['Cultural', 'Individual_Personal', 'Material_Physical']",44.58431715343481,"['Arts/7.516503267973855', 'Mind/7.374358974358975', 'Culture/4.047008547008547']","['Arts', 'Mind', 'Culture']",18.937870789341375,0.6666666666666666,0.3333333333333333
