artist_name,description,artist_description,title,region,machine_tags,user_tags,image_url,thumbnail,permalink,user_superclusters_formatted,user_superclusters_no_scores,user_superclusters_sum_of_scores,user_clusters_formatted,user_clusters_no_scores,user_clusters_sum_of_scores,machine_superclusters_formatted,machine_superclusters_no_scores,machine_superclusters_sum_of_scores,machine_clusters_formatted,machine_clusters_no_scores,machine_clusters_sum_of_scores,superclusters_fmeasure,clusters_fmeasure
Angela Detanico & Rafael Lain,"Letters of the Greek alphabet glisten on a black background. When a letter appears, there is a sound. Each letter corresponds to a star in the sky. Alphas, betas, gammas spread in space. The sound attributed to the first letters is high-pitched, then it gets lower for the rest of the letters in alphabetical order. The composition is organised according to the order of magnitude which attributes a letter to every star in the constellation. A cartographic order is established : sequences of alphas, gammas, betas come to pass simultaneously. The positioning of the letters corresponds to that of the stars in the Northern Sky map, their appearance is guided by the distance compared to the previous star. The distance on the map is used as a given time : the closer a star is to the next one in space, the closer it is in space.","Linguists, semiologists and graphic designers by training, Angela Detanico and Raphaël Lain consider the use of graphic signs in society. They are interested in the notion and notation of time and create new typographies by substituting letters from traditional alphabets with forms taken from the everyday. These forms are then displayed in the exhibition spaces which allows for a new materiality to be read. Detanico & Lain consider the role of language. Language reveals its double function, as a communication tool as well as an instrument for reading and a reflection on different cultures.  Oscillating between rudimentary techniques and cutting edge technology, their works take such diverse forms as letters, words, still images, animation, sound and installation. Whether alphabets, cartographies or calendars, they address the actual foundations of these codes that govern our daily lives, certain of the operative links between signs and meaning. The artists invite the onlooker to a decrypting game that unlocks multiple levels of culture.",Les Etoiles du Nord  (Northern Stars),Americas,"['star.n.01', 'sky.n.01', 'map.n.01', 'distance.n.01', 'sound.n.01', 'space.n.01', 'appearance.n.01', 'sequence.n.01', 'background.n.01', 'composition.n.01', 'black.a.01', 'time.n.01']","['linguistics.n.01', 'semiotics.n.01', 'mapmaking.n.01', 'code.n.01', 'meaning.n.01', 'star.n.01']",https://kadist.org/wp-content/uploads/2016/04/img-744.jpg,https://kadist.org/wp-content/uploads/2016/04/img-744-300x211.jpg,https://kadist.org/work/les-etoiles-du-nord-northern-stars/,"['Material_Physical/12.669558511663777', 'Cultural/11.342905056759546', 'Individual_Personal/5.710220498455793']","['Material_Physical', 'Cultural', 'Individual_Personal']",29.722684066879115,"['Space/8.623443223443223', 'Arts/3.2998366013071894', 'Physics/3.246115288220551']","['Space', 'Arts', 'Physics']",15.169395112970964,"['Material_Physical/11.850793650793651', 'Cultural/4.2553921568627455', 'Individual_Personal/4.147008547008547']","['Material_Physical', 'Cultural', 'Individual_Personal']",20.25319435466494,"['Space/8.712332112332112', 'Identity/2.577777777777778', 'Arts/1.675']","['Space', 'Identity', 'Arts']",12.96510989010989,1.0,0.6666666666666666
Roman Ondak,"This work needs to be considered in relation to one of his performances during which people were made to queue in front of the Kunsthalle of Frankfurt in 2003 (Tate Collection). In this instance Ondak collected images of people queuing in front of all sorts of buildings in various newspapers. He then inserted these in a Slovakian newspaper without trying to give any coherence with the information in the text on the same page. The result is a fictional space with the potential for the invention of different scenarios. The theme of people queuing encourages the consideration of the relation between interior and exterior but also of exclusion. It can also be a reference to deprivation during periods of war or economic depression. In the manner of works by Felix Gonzales-Torres, the audience can take a copy of the newspaper which therefore leaves the exhibition space. The fact that the message or the artwork circulates is an integral part of the artistic gesture. People lining up behind one another also formally becomes a living sculpture. The refusal to allow the object to be recouped by the flux of liberal economy echoes the refusal of any monumentality which was used so often by authoritarian regimes.","In 2009, Roman Ondák won the Golden Lion at the Venice Biennale for Loop, the Pavilion of the Czech and Slovak Republics, for which he brought the same plant-life and trees growing outside inside. This highly considered installation epitomizes Ondák’s work. With often discreet, tongue-in-cheek, conceptual, participatory modes, he succeeds in profoundly questioning the art world and its established quirks, exhibition spaces, behaviors like queuing, labeling or various pedagogical approaches, visitor experience, any misplaced preciousness about authenticity or authorship. Various tactics (asking friends for drawings) or forms (shoelaces for instance) recur in his photographs, performances, installations, videos. Borderlines are deliberately blurred between the exhibition space and reality. This is infused by his relation to each specific project context and by his own ongoing experience of changing Eastern Europe.  Roman Ondak was born in 1966 in Zilina, Slovakia. Lives and works in Bratislava .",Awaiting Enacted,Europe,"['newspaper.n.01', 'people.n.01', 'relation.n.01', 'message.n.01', 'life.n.02', 'kind.n.01', 'fictional.a.01', 'space.n.01', 'economy.n.01', 'audience.n.01', 'see.v.05', 'economic.a.01', 'time_period.n.01', 'government.n.01', 'gesture.n.01', 'artwork.n.01', 'building.n.01', 'war.n.01', 'consequence.n.01', 'mention.n.01', 'subject.n.01', 'performance.n.01', 'manner.n.01', 'sculpture.n.01', 'object.n.01']","['line_up.v.03', 'public.a.01', 'circulation.n.06', 'participatory.s.01', 'newspaper.n.03', 'communism.n.01']",https://kadist.org/wp-content/uploads/2016/04/img-275.jpg,https://kadist.org/wp-content/uploads/2016/04/img-275-300x239.jpg,https://kadist.org/work/awaiting-enacted/,"['Cultural/5.127777777777778', 'Politics/1.0', 'Society/0.9411764705882353']","['Cultural', 'Politics', 'Society']",7.068954248366014,"['Media/3.452777777777778', 'Arts/1.675', 'Politics/1.0']","['Media', 'Arts', 'Politics']",6.127777777777778,"['Cultural/24.452779126618143', 'Society/21.810348294636228', 'Individual_Personal/12.545591663238723']","['Cultural', 'Society', 'Individual_Personal']",58.80871908449309,"['Arts/11.197882836118131', 'Time/5.259415584415584', 'Media/5.240128602048107']","['Arts', 'Time', 'Media']",21.69742702258182,0.6666666666666666,0.6666666666666666
Catherine Opie,"Although best known as a provocateur and portraitist, Opie also photographs landscapes, cityscapes, and architecture. The Freeway Series was developed in 1995, right after the artist’s inclusion in that year’s Whitney Biennial. As if suggesting that her work should not be restricted to being seen through overtly political or activist lenses, this series lends insight into the city of Los Angeles via its most characteristic urban feature: its highways. By documenting the monumental concrete structures devoid of humans or vehicles, one is suddenly conscious of their real scale, an element only emphasized by the small format of the printed photographs. The otherwise unnoticed massive structures are thus made strange. Like Allen Ruppersberg’s Untitled (City Limits), which also are taken along the freeway, Opie’s photographs have particular resonance within the Kadist’s “101 Collection.”","Since the 1990s, Catherine Opie has been recognized for her use of documentary photography to address issues of community and queerness, and the ways in which identity is shaped by architecture. Particularly resonant during the Culture Wars of the 1980s and early 1990s—a time in which the religious right tried to impose itself as a political force and cultural censor—Opie’s photographs privilege the representation of specific communities, whether the LGBT, teenagers, surfers, football players, or her group of friends who engage in sexual role playing, tattooing, and piercing.",Freeway Series,Americas,"['structure.n.01', 'city.n.01', 'world.n.08', 'lens.n.01', 'los_angeles.n.01', 'component.n.01', 'feature.n.01', 'photograph.n.01', 'format.n.01', 'architecture.n.01', 'scale.n.01', 'urban.a.01', 'series.n.01', 'real.a.01', 'political.a.01', 'landscape.n.01']","['cityscape.n.01', 'architecture.n.01', 'photography.n.01', 'urban.a.01', 'document.v.01', 'landscape.n.01']",https://kadist.org/wp-content/uploads/2016/04/cathy_opie_untitled_26_from_freeway_series_1994_0.jpg,https://kadist.org/wp-content/uploads/2016/04/cathy_opie_untitled_26_from_freeway_series_1994_0-300x98.jpg,https://kadist.org/work/untitled-16-and-untitled-17-freeway-series/,"['Cultural/4.6458978328173375', 'Society/4.488888888888889', 'Material_Physical/1.8']","['Cultural', 'Society', 'Material_Physical']",10.934786721706228,"['Arts/4.6458978328173375', 'Urbanization/2.688888888888889', 'History/1.8']","['Arts', 'Urbanization', 'History']",9.134786721706227,"['Cultural/19.666548157724637', 'Society/16.31912095472467', 'Material_Physical/8.413725490196079']","['Cultural', 'Society', 'Material_Physical']",44.39939460264539,"['Urbanization/9.90800984361356', 'Arts/9.259609997845294', 'Land/5.780392156862745']","['Urbanization', 'Arts', 'Land']",24.948011998321597,1.0,0.6666666666666666
Moké,"Moké’s Sans Titre (1994) depicts the everyday life of the suburbs from a distant and elevated perspective. Looking down on a residential area we see groups of children playing in the street, we see cars and trucks loaded with produce backed up on the road that runs through the center of the tableau. We see two Skol adverting billboards that line the road; Skol being the fifth biggest beer brand by volume in the world that was established in the Democratic Republic of Congo in 1965. An outward flying plane glides closely over the scene. Sans Titre (1994) is, above all, a scene of the various structures and functions of society seemingly peacefully co-existing.","Moké (the acronym of Monsengwo Kejwamfi) was a pivotal figure in establishing the style of ‘Popular Painting’ in Kinshasa following Congo’s independence in 1960. Moké had no formal training and his early works were often executed on found materials, such as discarded cardboard. Soon, his lively and dynamic paintings of Kinshasa garnered the attention of the public and in 1965 he painted a portrait of General Mobutu (president of the DRC, 1965–1997). Moké became a reporter of urbanity through his painting, and installed his workshop at the crossroads of Kasa-vubu and Bolobo, in the heart of the city. His realistic and exuberant painting testifies to his meticulous observation of everyday life in Kinshasa: street scenes, bar scenes, sappers, nocturnal feasts, and neighbourhood disputes. These scenes and stories that are found in his paintings are full of humour, alive and always colourful.",Sans Titre,Middle East & Africa,"['scene.n.01', 'everyday.s.01 life.n.01', 'airplane.n.01', 'function.n.01', 'child.n.01', 'center.n.01', 'structure.n.01', 'street.n.01', 'society.n.01', 'everyday.s.01', 'position.n.03', 'life.n.01']","['suburb.n.01', 'everyday.s.01', 'world.n.03', 'peace.n.01', 'vicinity.n.01', 'ideal.n.02']",https://kadist.org/wp-content/uploads/2018/05/Piasa-Moke.jpg,https://kadist.org/wp-content/uploads/2018/05/Piasa-Moke-200x300.jpg,https://kadist.org/work/sans-titre-2/,"['Material_Physical/4.434920634920635', 'Individual_Personal/4.164835164835165', 'Society/3.4571428571428573']","['Material_Physical', 'Individual_Personal', 'Society']",12.056898656898658,"['Urbanization/2.657142857142857', 'Culture/2.307692307692308', 'Land/1.746031746031746']","['Urbanization', 'Culture', 'Land']",6.710866910866911,"['Material_Physical/13.332234432234433', 'Society/12.593772893772893', 'Cultural/9.501465201465203']","['Material_Physical', 'Society', 'Cultural']",35.42747252747253,"['Urbanization/4.984615384615385', 'Arts/4.8860805860805865', 'Land/4.615384615384616']","['Urbanization', 'Arts', 'Land']",14.486080586080586,0.6666666666666666,0.6666666666666666
Kiran Subbaiah,"Flight Rehearsals focuses on Subbaiah’s desire to fly as a means to highlight the relationship between human ambition and limitations of the physical world. The video presents philosophical explorations of the human desire to defy gravity and time. The minimalist set of a table highlights the intention and persistence of the protagonist rather than technological innovation. The video manipulates the camera angle to distort the appearance of space so that Subbaiah’s repeated attempts at beating gravity can achieve momentary flights. As the flight attempts move into the bedroom, what first appears to be a close up of an alarm clock turns out to be an oversized ringing alarm clock further back to create a distortion of space through manipulations in scale. Such effects highlight both the proximity and distance between apparent success and distorted perception.","Born in Sidpur and living in Bangalore, Kiran Subbaiah works in a variety of media that includes assemblage, video and internet art after initial training as a sculptor. His works examine the relationships of use and value in everyday objects through subverting form and function. Constructing paradoxes through deadpan and humor, Subbaiah’s works also manipulate the object in an act of emancipation in order to highlight art’s autonomy from having to serve a purpose. Moreover, Subbaiah is interested in the relationship between human subjects and their apparent doubles in photography and video.",Flight Rehearsals,Asia,"['desire.n.01', 'attempt.n.01', 'human.a.01', 'exploration.n.01', 'purpose.n.01', 'distance.n.01', 'supporter.n.01', 'percept.n.01', 'appearance.n.01', 'space.n.01', 'effects.n.01', 'video.n.01', 'scale.n.01', 'set.n.01', 'physical.a.01', 'relationship.n.01', 'camera.n.01', 'make.v.03', 'time.n.01']","['ambition.n.01', 'distortion.n.05', 'repetition.n.02', 'gravity.n.01', 'minimalism.n.01', 'perception.n.03']",https://kadist.org/wp-content/uploads/2016/04/kiran_subbaiah_flight_rehearsals_web.jpg,https://kadist.org/wp-content/uploads/2016/04/kiran_subbaiah_flight_rehearsals_web-260x300.jpg,https://kadist.org/work/flight-rehearsals/,"['Individual_Personal/9.62893772893773', 'Society/4.0220085470085465', 'Material_Physical/3.746031746031746']","['Individual_Personal', 'Society', 'Material_Physical']",17.396978021978022,"['Emotion/7.171794871794872', 'Culture/2.3777777777777778', 'Physics/1.8888888888888888']","['Emotion', 'Culture', 'Physics']",11.438461538461539,"['Individual_Personal/24.763303363303375', 'Cultural/14.360439560439563', 'Society/10.512454212454214']","['Individual_Personal', 'Cultural', 'Society']",49.636197136197154,"['Emotion/12.381618381618384', 'Culture/6.2725274725274724', 'Mind/4.867399267399268']","['Emotion', 'Culture', 'Mind']",23.521545121545124,0.6666666666666666,0.6666666666666666
Ed Ruscha,"In Whose Needs, the titular phrase floats on the surface of what appears to be a blurred landscape. Two vertical structures rise from the landscape to suggest a factory building with smoky chimneys fuming into the sunset. Ruscha’s use of typography and the aesthetics of advertising add to the image’s uncanny effect.","Ed Ruscha’s work often uses the city of Los Angeles to look at the banality of urban life. He is known for his early conceptual works like the seminal 1962 Twenty-Six Gas Stations (1962) in which he photographed twenty-six gas stations to map of his journey between Los Angeles and Oklahoma. Often drawing material from mass media and playing with language, Ruscha’s works assume the form of painting, drawing, photography, as well as publications.",Whose Needs,Americas,"['landscape.n.01', 'factory.n.01', 'phrase.n.01', 'ad.n.01', 'aesthetics.n.01', 'structure.n.01', 'building.n.01', 'surface.n.01', 'image.n.01']","['question.v.01', 'ad.n.01', 'production.n.07', 'blur.n.01', 'pollution.n.01', 'landscape.n.03']",https://kadist.org/wp-content/uploads/2016/04/ed_ruscha_whose_needs.jpg,https://kadist.org/wp-content/uploads/2016/04/ed_ruscha_whose_needs-256x300.jpg,https://kadist.org/work/whose-needs/,"['Cultural/8.95152086475616', 'Material_Physical/6.345238095238095', 'Society/6.035897435897436']","['Cultural', 'Material_Physical', 'Society']",21.33265639589169,"['Economy/5.266666666666667', 'Arts/4.0318627450980395', 'Environmental/3.630952380952381']","['Economy', 'Arts', 'Environmental']",12.929481792717088,"['Cultural/29.87839952445217', 'Society/14.104620525673157', 'Individual_Personal/6.7572585309427415']","['Cultural', 'Society', 'Individual_Personal']",50.74027858106807,"['Arts/15.69976704581968', 'Economy/6.512820512820513', 'Design/4.615384615384616']","['Arts', 'Economy', 'Design']",26.82797217402481,0.6666666666666666,0.6666666666666666
Wang Tuo,"The Interrogation is a video constructed entirely from still film photography and photoshop collage — playing out as a photomontage along with a voiceover. By using still photography instead the moving images, Wang Tuo creates room for the audience’s imagination. The voiceover produces a rhythm to enhance the tensions in the work. The work contains two intertwined narratives–one comes from an audio recording of the artist interviewing a local officer from the Commission for Discipline Inspection. In this interview, the officer talks about the psychological tricks he had used to succeed at his job interview. Then he describes the mental methods he always applies to his suspects during the interrogation process. The other narrative is a short story written by the artist and inspired by Ingmar Bergman’s movie Persona (1966). In the story, an actress who refuses to speak and the nurse trying to make her talk gradually switch roles and turn into each other. These two narratives together bring to mind the complexity of the reality that we are currently in. At the end, the role between the interrogator and interrogated , the actress and the nurse are exchanged. Questions such as the trust crisis, the anxiety and loneliness of modern men and women, the lack of security, the desire of being understood are uncovered.","Wang Tuo employs various mediums and a process that combines interviews, reality shows and the theatre of the absurd to construct a maze of melodrama. Through his performative manipulation on individual´s lived experiences and intervention in intellectual legacies such as literature, film, theatre and art history, Wang’s practice attempts to examine the unreliable relationship between the contemporary human status, myth and cultural archive.",The Interrogation,Asia,"['interview.n.01', 'narrative.n.01', 'function.n.03', 'method.n.01', 'rhythm.n.01', 'psychological.s.01', 'occupation.n.01', 'complexity.n.01', 'imagination.n.01', 'movie.n.01', 'uncover.v.01', 'short.a.01', 'local.a.01', 'audience.n.01', 'desire.n.01', 'write.v.01', 'tension.n.01', 'modern.a.01', 'collage.n.01', 'inspire.v.01', 'narrative.s.01', 'photography.n.01', 'construct.v.01', 'woman.n.01', 'world.n.03']","['question.n.03', 'question.n.01', 'movie.n.01', 'persona.n.02']",https://kadist.org/wp-content/uploads/2020/08/WANGTuo_TheInterrogation_filmStill1.jpg,https://kadist.org/wp-content/uploads/2020/08/WANGTuo_TheInterrogation_filmStill1-300x169.jpg,https://kadist.org/work/the-interrogation/,['Cultural/5.984920634920635'],['Cultural'],5.984920634920635,"['Media/3.327777777777778', 'Arts/2.657142857142857']","['Media', 'Arts']",5.984920634920635,"['Cultural/29.793109118263928', 'Individual_Personal/26.625280421333063', 'Society/12.081404869640167']","['Cultural', 'Individual_Personal', 'Society']",68.49979440923715,"['Emotion/13.181618381618385', 'Arts/8.036374023293527', 'Media/6.629151404151404']","['Emotion', 'Arts', 'Media']",27.847143809063315,0.5,0.8
Toyin Ojih Odutola,"As she traces the same shape again and again, Ojih Odutola’s lines become darker and deeper, sometimes pushed to the point where their blackness becomes luminous. Set against a blank white background, as in Untitled (2015), Ojih Odutola’s figures are stark, resolute in their darkness. The surface of her subject’s skin becomes ribbon-like, lines weaving across the contours of their head and neck. The simplicity and starkness of Ojih Odutola’s composition—most often, black on white, sometimes with shots of color woven through the deep black lines—enable a consideration of skin, blackness, surface, and detail, all hovering out of time and space.","Though born in Nigeria, artist Toyin Ojih Odutola was raised largely in the United States, living in Alabama, California, and now New York. Known for her intricate drawings of human heads and figures, Ojih Odutola’s artistic practice is concerned with the representation of race, and the concept of blackness as visual marker and social construct. Her drawings are made through intricately and fastidiously layering black lines—building up a density that Ojih Odutola describes as “black on black on black.” Using pens and markers as her primary media, Ojih Odutola builds textures through sinewy black lines, shot through at times with metallic color. The ripples and rolls of the figures’ surfaces recall the anatomical structure of musculature, and also provide an unreal look to her often stoic figures.",Untitled,Americas,"['black.n.01', 'line.n.01', 'surface.n.01', 'black.a.01', 'white.a.01', 'dark.n.01', 'capable.s.02', 'black.a.01 white.a.01', 'head.n.01', 'set.n.01', 'background.n.01', 'shooting.n.01', 'color.n.01', 'shape.n.01', 'figure.n.01', 'space.n.01', 'time.n.01']","['skin.n.01', 'black.n.05', 'race.n.03', 'surface.n.01', 'contrast.n.01', 'dark.n.01']",https://kadist.org/wp-content/uploads/2017/02/IMG_image001_WEB2.png,https://kadist.org/wp-content/uploads/2017/02/IMG_image001_WEB2-300x245.png,https://kadist.org/work/untitled-toyin/,"['Cultural/7.017948717948718', 'Society/3.91025641025641', 'Material_Physical/2.8']","['Cultural', 'Society', 'Material_Physical']",13.72820512820513,"['Arts/2.371794871794872', 'Economy/2.371794871794872', 'Design/2.307692307692308']","['Arts', 'Economy', 'Design']",7.051282051282051,"['Cultural/10.325641025641028', 'Material_Physical/6.0606837606837605', 'Society/4.799145299145299']","['Cultural', 'Material_Physical', 'Society']",21.185470085470087,"['Design/3.3076923076923075', 'Arts/3.1410256410256414', 'Economy/2.371794871794872']","['Design', 'Arts', 'Economy']",8.820512820512821,1.0,1.0
Goldin+Senneby,"In Fiction on Auction, the site of the auction is used to stage a fiction where the right to appear as character in Looking for Headless is offered to the highest bidder: the name of the successful biddder as registered for the auction will form the name or identity of the character appearing in the novel.  Looking for Headless is written by the fictitious author K.D and tells the story of two artists Simon Goldin and Jakob Senneby who collaborate with an author, John Barlow. Goldin and Senneby investigate an offshore company on the Bahamas called Headless Ltd whilst Barlow writes a docu-fictional murder-mystery, also called Headless, based on these investigations. The three protagonists become increasingly entangled in the world of offshore business, while speculating about the possible connections between Headless Ltd and the secret society known as Acéphale ( from the Greek term, acephalus, meaning headless) founded by George Bataille and his circle of friends connected to the College de Sociologie in Paris in the late 1930s.  Goldin and Senneby have created a series of exhibition projects in parallel with Looking for Headless which examine elements of the novel, including the identity of Headless Ltd, and explore the juridical construction of off-shore financial centres as strategies of withdrawal from public visibility.  Fiction on Auction is the 4th project in Offer and Exchange: Sites of Negotiation in Contemporary Art (2008-2010): a series of site specific commissions curated by Daniel McClean & Lisa Rosendahl.",G+S (since 2004) is a framework for collaboration set up by Swedish artists Simon Goldin and Jakob Senneby. They live and work in Stockholm.,Headless (Fiction on auction),Europe,"['fiction.n.01', 'writer.n.01', 'identity.n.01', 'fictional_character.n.01', 'undertaking.n.01', 'probe.n.01', 'company.n.01', 'scheme.n.01', 'form.v.01', 'research.v.02', 'late.a.01', 'supporter.n.01', 'exchange.n.01', 'specific.a.01', 'connection.n.01', 'paris.n.01', 'write.v.01', 'construction.n.01', 'series.n.01', 'society.n.01', 'elements.n.01', 'public.a.01', 'establish.v.08', 'artist.n.01', 'make.v.03']","['fiction.n.01', 'world.n.03', 'construction.n.01', 'identity.n.01', 'mystery.n.01', 'imagination.n.01']",https://kadist.org/wp-content/uploads/2016/04/img-663.jpg,https://kadist.org/wp-content/uploads/2016/04/img-663-232x300.jpg,https://kadist.org/work/headless-fiction-on-auction/,"['Cultural/18.397033685268983', 'Individual_Personal/11.68525086025086', 'Material_Physical/0.8235294117647058']","['Cultural', 'Individual_Personal', 'Material_Physical']",30.90581395728455,"['Fantasy/8.3', 'Arts/5.4731020613373556', 'Identity/4.797979797979798']","['Fantasy', 'Arts', 'Identity']",18.571081859317154,"['Cultural/17.41161387631976', 'Individual_Personal/15.455514566273086', 'Society/6.9638888888888895']","['Cultural', 'Individual_Personal', 'Society']",39.83101733148173,"['Fantasy/7.96797385620915', 'Identity/5.640085061137692', 'Arts/5.4731020613373556']","['Fantasy', 'Identity', 'Arts']",19.081160978684196,0.6666666666666666,1.0
Pablo Pijnappel,"In Felicitas, we follow the converging routes of three characters: Felicitas, Michael and Andrew (the artist’s father-in-law who also features elsewhere). Felicitas is thedaughter of a German industrialist who immigrated to Rio after the Second World War. She is the one visible with a toucan in several images. In his work, Pablo Pijnappel privileges pre-existing images – the slides presented here are photographs found in his family archives or from other sources (media, photographs of film sets…). Sometimes, the same image is used several times with a different caption, thus encapsulating other meanings. Presented in the form of an installation with three synchronized slide projectors, Felicitas offers a complex scenario, where text and images can simultaneously be descriptive, intermingled or completely autonomous. Disjunctions and repetitions create the pace: the captioned images appear one after the other, with no regular order, sometimes on the left, in the centre or on the right. Even though the story follows a certain chronology, it is not linear and looks more like a complex collage of images and anecdotes which overlap. The text does not illustrate the images but functions as a complement that allows for the creation of multiple readings of the characters, of their lives, their trips and encounters. These collages are a mixture of real and fictional stories that enable Pijnappel to play with the notion of the documentary. The subtitles are in an informative tone, but they are mostly subjective and imagined commentaries thus creating what can be called a documentary fiction. This artwork has cinematographic qualities while deconstructing those conventions. Chris Marker’s film La jetée in which the relation between voice-over and still images creates a space for free interpretation was a likely direct influence.","Pablo Pijnappel’s work is foremost highly constructed. He builds narrations based on anecdotes and everyday events, perhaps souvenirs, family legends or plain fictions. The non-linear use of different archives and film extracts highlights this uncertainty and contributes to the loss of these stories over time. The works only offer pauses and silent moments, allowing the investment of our imagination. The ‘life stories’ told by Pablo Pijnappel are often those of his family who travelled a lot and had to adapt to new countries and their cultures. Through his tales, we visit Brazil in the 1940s, Japan, the United Kingdom and also Germany.  Pablo Pijnappel was born in 1979 in Paris, and he lives and works in Amsterdam.",Felicitas,Europe,"['complex.a.01', 'collage.n.01', 'image.n.01', 'fictional_character.n.01', 'narrative.n.01', 'documentary.n.01', 'reading.n.01', 'fictional.a.01', 'brush.n.06', 'times.n.01', 'movie.n.01', 'tone.n.01', 'direct.a.01', 'repeat.n.01', 'creation.n.01', 'documentary.a.01', 'multiple.a.01', 'function.n.01', 'relation.n.01', 'interpretation.n.01', 'fiction.n.01', 'quality.n.01', 'name.v.01', 'artwork.n.01', 'beginning.n.04']","['reinterpretation.n.02', 'disjunction.n.01', 'documentary.n.01', 'repetition.n.02', 'narrative.s.01', 'fabrication.n.01']",https://kadist.org/wp-content/uploads/2016/04/img-255.jpg,https://kadist.org/wp-content/uploads/2016/04/img-255-300x200.jpg,https://kadist.org/work/felicitas/,"['Cultural/11.108137614019967', 'Society/2.3777777777777778', 'Politics/1.6']","['Cultural', 'Society', 'Politics']",15.085915391797744,"['Media/3.208963585434174', 'Fantasy/2.9230769230769234', 'Arts/1.7411764705882353']","['Media', 'Fantasy', 'Arts']",7.8732169790993325,"['Cultural/44.74370792606086', 'Individual_Personal/24.427534050057275', 'Material_Physical/13.544058865111499']","['Cultural', 'Individual_Personal', 'Material_Physical']",82.71530084122962,"['Arts/12.902734520381578', 'Fantasy/11.477064765300058', 'Media/9.353133304603894']","['Arts', 'Fantasy', 'Media']",33.73293259028553,0.3333333333333333,1.0
Laura Lima,"Anonymous consists of a series of fabric-based forms, over which rope has been arranged in varying textures and patterns. Visually, the work evades more complex descriptions, demanding a separate set of conventions to describe its semi-textural, semi-sculptural surface. Lima’s principle of demanding alternative descriptive conventions and exploring the experiential dimension of interacting with her work is fully visible in Anonymous, which is in many ways best qualified, in its sheer variety of shapes and textures, by its title.","Multidisciplinary Brazilian artist Laura Lima’s work attempts to excavate a set of self-defined concepts that she uses to describe her practice, indicative of her overall attempt to unsettle extant conceptual frameworks in favor of more productive re-territorializations. Her best-known body of work performatively examines the human body’s behavior in the face of stressful situations. This type of work signals Lima’s treatment of the social body as a sculptural form, a tradition she inherits from the Brazilian Neo-Concrete movement. Her work is often centered around encounters with the audience, dismantling expectations in order to create an impetus for a new experiential vernacular.",Anonymous,Europe,"['anonymous.a.01', 'dimension.n.01', 'form.n.03', 'complex.a.01', 'visible.a.01', 'set.n.01', 'shape.n.01', 'surface.n.01', 'title.n.01', 'form.n.01', 'series.n.01']","['textile.a.01', 'fabric.n.01', 'conceptual.s.01']",https://kadist.org/wp-content/uploads/2019/12/GLS-Lima-14614.jpeg,https://kadist.org/wp-content/uploads/2019/12/GLS-Lima-14614-225x300.jpeg,https://kadist.org/work/anonymous/,"['Cultural/6.384615384615384', 'Society/3.91025641025641', 'Individual_Personal/1.0']","['Cultural', 'Society', 'Individual_Personal']",11.294871794871794,"['Arts/2.5384615384615383', 'Economy/2.371794871794872', 'Design/2.307692307692308']","['Arts', 'Economy', 'Design']",7.217948717948719,"['Cultural/10.665007541478133', 'Society/3.91025641025641', 'Individual_Personal/2.3692307692307697']","['Cultural', 'Society', 'Individual_Personal']",16.944494720965313,"['Design/4.3076923076923075', 'Arts/2.371794871794872', 'Economy/2.371794871794872']","['Design', 'Arts', 'Economy']",9.051282051282051,1.0,1.0
